Timestamp,Stream1,Stream2,Stream3,Stream4,Overall,Truth
2016-07-05 20:01:37.504,0,0,0,0,0,0
2016-07-05 20:01:37.615,0,0,0,0,0,0
2016-07-05 20:01:37.725,0,0,0,0,0,0
2016-07-05 20:01:37.872,0,0,0,0,0,0
2016-07-05 20:01:37.982,0,0,0,0,0,0
2016-07-05 20:01:38.093,0,0,0,0,0,0
2016-07-05 20:01:38.239,0,0,0,0,0,0
2016-07-05 20:01:38.350,0,0,0,0,0,0
2016-07-05 20:01:38.460,0,0,0,0,0,0
2016-07-05 20:01:38.607,0,0,0,0,0,0
2016-07-05 20:01:38.718,0,0,0,0,0,0
2016-07-05 20:01:38.828,0,0,0,0,0,0
2016-07-05 20:01:38.975,0,0,0,0,0,0
2016-07-05 20:01:39.085,0,0,0,0,0,0
2016-07-05 20:01:39.195,0,0,0,0,0,0
2016-07-05 20:01:39.342,0,0,0,0,0,0
2016-07-05 20:01:39.452,0,0,0,0,0,0
2016-07-05 20:01:39.563,0,0,0,0,0,0
2016-07-05 20:01:39.710,0,0,0,0,0,0
2016-07-05 20:01:39.820,0,0,0,0,0,0
2016-07-05 20:01:39.930,0,0,0,0,0,0
2016-07-05 20:01:40.077,0,0,0,0,0,0
2016-07-05 20:01:40.187,0,0,0,0,0,0
2016-07-05 20:01:40.303,0,0,0,0,0,0
2016-07-05 20:01:40.451,0,0,0,0,0,0
2016-07-05 20:01:40.560,0,0,0,0,0,0
2016-07-05 20:01:40.665,0,0,0,0,0,0
2016-07-05 20:01:40.812,0,0,0,0,0,0
2016-07-05 20:01:40.923,0,0,0,0,0,0
2016-07-05 20:01:41.033,0,0,0,0,0,0
2016-07-05 20:01:41.180,0,0,0,0,0,0
2016-07-05 20:01:41.290,0,0,0,0,0,0
2016-07-05 20:01:41.400,0,0,0,0,0,0
2016-07-05 20:01:41.547,0,0,0,0,0,0
2016-07-05 20:01:41.658,0,0,0,0,0,0
2016-07-05 20:01:41.768,0,0,0,0,0,0
2016-07-05 20:01:41.914,0,0,0,0,0,0
2016-07-05 20:01:42.025,0,0,0,0,0,0
2016-07-05 20:01:42.135,0,0,0,0,0,0
2016-07-05 20:01:42.282,0,0,0,0,0,0
2016-07-05 20:01:42.392,0,0,0,0,0,0
2016-07-05 20:01:42.503,0,0,0,0,0,0
2016-07-05 20:01:42.649,0,0,0,0,0,0
2016-07-05 20:01:42.760,0,0,0,0,0,0
2016-07-05 20:01:42.870,0,0,0,0,0,0
2016-07-05 20:01:43.017,0,0,0,0,0,0
2016-07-05 20:01:43.127,0,0,0,0,0,0
2016-07-05 20:01:43.237,0,0,0,0,0,0
2016-07-05 20:01:43.384,0,0,0,0,0,0
2016-07-05 20:01:43.495,0,0,0,0,0,0
2016-07-05 20:01:43.606,0,0,0,0,0,0
2016-07-05 20:01:43.752,0,0,0,0,0,0
2016-07-05 20:01:43.862,0,0,0,0,0,0
2016-07-05 20:01:43.972,0,0,0,0,0,0
2016-07-05 20:01:44.120,0,0,0,0,0,0
2016-07-05 20:01:44.234,0,0,0,0,0,0
2016-07-05 20:01:44.340,0,0,0,0,0,0
2016-07-05 20:01:44.487,0,0,0,0,0,0
2016-07-05 20:01:44.597,0,0,0,0,0,0
2016-07-05 20:01:44.708,0,0,0,0,0,0
2016-07-05 20:01:44.855,0,0,0,0,0,0
2016-07-05 20:01:44.965,0,0,0,0,0,0
2016-07-05 20:01:45.075,0,0,0,0,0,0
2016-07-05 20:01:45.222,0,0,0,0,0,0
2016-07-05 20:01:45.332,0,0,0,0,0,0
2016-07-05 20:01:45.442,0,0,0,0,0,0
2016-07-05 20:01:45.589,0,0,0,0,0,0
2016-07-05 20:01:45.700,0,0,0,0,0,0
2016-07-05 20:01:45.810,0,0,0,0,0,0
2016-07-05 20:01:45.957,0,0,0,0,0,0
2016-07-05 20:01:46.067,0,0,0,0,0,0
2016-07-05 20:01:46.177,0,0,0,0,0,0
2016-07-05 20:01:46.324,0,0,0,0,0,0
2016-07-05 20:01:46.435,0,0,0,0,0,0
2016-07-05 20:01:46.545,0,0,0,0,0,0
2016-07-05 20:01:46.692,0,0,0,0,0,0
2016-07-05 20:01:46.803,0,0,0,0,0,0
2016-07-05 20:01:46.912,0,0,0,0,0,0
2016-07-05 20:01:47.059,0,0,0,0,0,0
2016-07-05 20:01:47.170,0,0,0,0,0,0
2016-07-05 20:01:47.288,0,0,0,0,0,0
2016-07-05 20:01:47.430,0,0,0,0,0,0
2016-07-05 20:01:47.544,0,0,0,0,0,0
2016-07-05 20:01:47.656,0,0,0,0,0,0
2016-07-05 20:01:47.799,0,0,0,0,0,0
2016-07-05 20:01:47.908,0,0,0,0,0,0
2016-07-05 20:01:48.018,0,0,0,0,0,0
2016-07-05 20:01:48.162,0,0,0,0,0,0
2016-07-05 20:01:48.272,0,0,0,0,0,0
2016-07-05 20:01:48.382,0,0,0,0,0,0
2016-07-05 20:01:48.529,0,0,0,0,0,0
2016-07-05 20:01:48.640,0,0,0,0,0,0
2016-07-05 20:01:48.750,0,0,0,0,0,0
2016-07-05 20:01:48.897,0,0,0,0,0,0
2016-07-05 20:01:49.007,0,0,0,0,0,0
2016-07-05 20:01:49.117,0,0,0,0,0,0
2016-07-05 20:01:49.265,0,0,0,0,0,0
2016-07-05 20:01:49.375,0,0,0,0,0,0
2016-07-05 20:01:49.485,0,0,0,0,0,0
2016-07-05 20:01:49.632,0,0,0,0,0,0
2016-07-05 20:01:49.743,0,0,0,0,0,0
2016-07-05 20:01:49.853,0,0,0,0,0,0
2016-07-05 20:01:50.000,0,0,0,0,0,0
2016-07-05 20:01:50.110,0,0,0,0,0,0
2016-07-05 20:01:50.220,0,0,0,0,0,0
2016-07-05 20:01:50.367,0,0,0,0,0,0
2016-07-05 20:01:50.477,0,0,0,0,0,0
2016-07-05 20:01:50.587,0,0,0,0,0,0
2016-07-05 20:01:50.929,0,0,0,0,0,0
2016-07-05 20:01:50.951,0,0,0,0,0,0
2016-07-05 20:01:50.976,0,0,0,0,0,0
2016-07-05 20:01:51.109,0,0,0,0,0,0
2016-07-05 20:01:51.221,0,0,0,0,0,0
2016-07-05 20:01:51.330,0,0,0,0,0,0
2016-07-05 20:01:51.470,0,0,0,0,0,0
2016-07-05 20:01:51.581,0,0,0,0,0,0
2016-07-05 20:01:51.697,0,0,0,0,0,0
2016-07-05 20:01:51.837,0,0,0,0,0,0
2016-07-05 20:01:51.947,0,0,0,0,0,0
2016-07-05 20:01:52.057,0,0,0,0,0,0
2016-07-05 20:01:52.204,0,0,0,0,0,0
2016-07-05 20:01:52.315,0,0,0,0,0,0
2016-07-05 20:01:52.425,0,0,0,0,0,0
2016-07-05 20:01:52.572,0,0,0,0,0,0
2016-07-05 20:01:52.682,0,0,0,0,0,0
2016-07-05 20:01:52.792,0,0,0,0,0,0
2016-07-05 20:01:52.939,0,0,0,0,0,0
2016-07-05 20:01:53.050,0,0,0,0,0,0
2016-07-05 20:01:53.160,0,0,0,0,0,0
2016-07-05 20:01:53.307,0,0,0,0,0,0
2016-07-05 20:01:53.417,0,0,0,0,0,0
2016-07-05 20:01:53.527,0,0,0,0,0,0
2016-07-05 20:01:53.674,0,0,0,0,0,0
2016-07-05 20:01:53.785,0,0,0,0,0,0
2016-07-05 20:01:53.895,0,0,0,0,0,0
2016-07-05 20:01:54.042,0,0,0,0,0,0
2016-07-05 20:01:54.152,0,0,0,0,0,0
2016-07-05 20:01:54.262,0,0,0,0,0,0
2016-07-05 20:01:54.409,0,0,0,0,0,0
2016-07-05 20:01:54.520,0,0,0,0,0,0
2016-07-05 20:01:54.630,0,0,0,0,0,0
2016-07-05 20:01:54.777,0,0,0,0,0,0
2016-07-05 20:01:54.887,0,0,0,0,0,0
2016-07-05 20:01:54.997,0,0,0,0,0,0
2016-07-05 20:01:55.145,0,0,0,0,0,0
2016-07-05 20:01:55.255,0,0,0,0,0,0
2016-07-05 20:01:55.369,0,0,0,0,0,0
2016-07-05 20:01:55.512,0,0,0,0,0,0
2016-07-05 20:01:55.622,0,0,0,0,0,0
2016-07-05 20:01:55.732,0,0,0,0,0,0
2016-07-05 20:01:55.879,0,0,0,0,0,0
2016-07-05 20:01:55.990,0,0,0,0,0,0
2016-07-05 20:01:56.100,0,0,0,0,0,0
2016-07-05 20:01:56.247,0,0,0,0,0,0
2016-07-05 20:01:56.357,0,0,0,0,0,0
2016-07-05 20:01:56.467,0,0,0,0,0,0
2016-07-05 20:01:56.614,0,0,0,0,0,0
2016-07-05 20:01:56.725,0,0,0,0,0,0
2016-07-05 20:01:56.835,0,0,0,0,0,0
2016-07-05 20:01:56.982,0,0,0,0,0,0
2016-07-05 20:01:57.092,0,0,0,0,0,0
2016-07-05 20:01:57.202,0,0,0,0,0,0
2016-07-05 20:01:57.350,0,0,0,0,0,0
2016-07-05 20:01:57.460,0,0,0,0,0,0
2016-07-05 20:01:57.570,0,0,0,0,0,0
2016-07-05 20:01:57.717,0,0,0,0,0,0
2016-07-05 20:01:57.827,0,0,0,0,0,0
2016-07-05 20:01:57.937,0,0,0,0,0,0
2016-07-05 20:01:58.085,0,0,0,0,0,0
2016-07-05 20:01:58.195,0,0,0,0,0,0
2016-07-05 20:01:58.305,0,0,0,0,0,0
2016-07-05 20:01:58.452,0,0,0,0,0,0
2016-07-05 20:01:58.562,0,0,0,0,0,0
2016-07-05 20:01:58.672,0,0,0,0,0,0
2016-07-05 20:01:58.819,0,0,0,0,0,0
2016-07-05 20:01:58.930,0,0,0,0,0,0
2016-07-05 20:01:59.040,0,0,0,0,0,0
2016-07-05 20:01:59.187,0,0,0,0,0,0
2016-07-05 20:01:59.297,0,0,0,0,0,0
2016-07-05 20:01:59.407,0,0,0,0,0,0
2016-07-05 20:01:59.555,0,0,0,0,0,0
2016-07-05 20:01:59.665,0,0,0,0,0,0
2016-07-05 20:01:59.775,0,0,0,0,0,0
2016-07-05 20:01:59.922,0,0,0,0,0,0
2016-07-05 20:02:00.032,0,0,0,0,0,0
2016-07-05 20:02:00.143,0,0,0,0,0,0
2016-07-05 20:02:00.289,0,0,0,0,0,0
2016-07-05 20:02:00.400,0,0,0,0,0,0
2016-07-05 20:02:00.510,0,0,0,0,0,0
2016-07-05 20:02:00.657,0,0,0,0,0,0
2016-07-05 20:02:00.767,0,0,0,0,0,0
2016-07-05 20:02:00.877,0,0,0,0,0,0
2016-07-05 20:02:01.024,0,0,0,0,0,0
2016-07-05 20:02:01.135,0,0,0,0,0,0
2016-07-05 20:02:01.245,0,0,0,0,0,0
2016-07-05 20:02:01.392,0,0,0,0,0,0
2016-07-05 20:02:01.502,0,0,0,0,0,0
2016-07-05 20:02:01.612,0,0,0,0,0,0
2016-07-05 20:02:01.759,0,0,0,0,0,0
2016-07-05 20:02:01.870,0,0,0,0,0,0
2016-07-05 20:02:01.980,0,0,0,0,0,0
2016-07-05 20:02:02.127,0,0,0,0,0,0
2016-07-05 20:02:02.237,0,0,0,0,0,0
2016-07-05 20:02:02.347,0,0,0,0,0,0
2016-07-05 20:02:02.494,0,0,0,0,0,0
2016-07-05 20:02:02.605,0,0,0,0,0,0
2016-07-05 20:02:02.715,0,0,0,0,0,0
2016-07-05 20:02:02.862,0,0,0,0,0,0
2016-07-05 20:02:02.972,0,0,0,0,0,0
2016-07-05 20:02:03.082,0,0,0,0,0,0
2016-07-05 20:02:03.229,0,0,0,0,0,0
2016-07-05 20:02:03.340,0,0,0,0,0,0
2016-07-05 20:02:03.450,0,0,0,0,0,0
2016-07-05 20:02:03.597,0,0,0,0,0,0
2016-07-05 20:02:03.707,0,0,0,0,0,0
2016-07-05 20:02:03.817,0,0,0,0,0,0
2016-07-05 20:02:03.964,0,0,0,0,0,0
2016-07-05 20:02:04.075,0,0,0,0,0,0
2016-07-05 20:02:04.185,0,0,0,0,0,0
2016-07-05 20:02:04.332,0,0,0,0,0,0
2016-07-05 20:02:04.442,0,0,0,0,0,0
2016-07-05 20:02:04.552,0,0,0,0,0,0
2016-07-05 20:02:04.700,0,0,0,0,0,0
2016-07-05 20:02:04.810,0,0,0,0,0,0
2016-07-05 20:02:04.920,0,0,0,0,0,0
2016-07-05 20:02:05.067,0,0,0,0,0,0
2016-07-05 20:02:05.177,0,0,0,0,0,0
2016-07-05 20:02:05.287,0,0,0,0,0,0
2016-07-05 20:02:05.434,0,0,0,0,0,0
2016-07-05 20:02:05.545,0,0,0,0,0,0
2016-07-05 20:02:05.655,0,0,0,0,0,0
2016-07-05 20:02:05.802,0,0,0,0,0,0
2016-07-05 20:02:05.912,0,0,0,0,0,0
2016-07-05 20:02:06.022,0,0,0,0,0,0
2016-07-05 20:02:06.169,0,0,0,0,0,0
2016-07-05 20:02:06.280,0,0,0,0,0,0
2016-07-05 20:02:06.390,0,0,0,0,0,0
2016-07-05 20:02:06.537,0,0,0,0,0,0
2016-07-05 20:02:06.661,0,0,0,0,0,1
2016-07-05 20:02:06.757,0,0,0,0,0,1
2016-07-05 20:02:06.904,0,0,0,0,0,1
2016-07-05 20:02:07.015,0,0,0,0,0,1
2016-07-05 20:02:07.125,0,0,0,0,0,1
2016-07-05 20:02:07.272,0,0,0,0,0,1
2016-07-05 20:02:07.382,0,0,0,0,0,1
2016-07-05 20:02:07.492,0,0,0,0,0,1
2016-07-05 20:02:07.639,0,0,0,0,0,1
2016-07-05 20:02:07.750,0,0,0,0,0,1
2016-07-05 20:02:07.860,0,0,0,0,0,1
2016-07-05 20:02:08.007,0,0,0,0,0,1
2016-07-05 20:02:08.117,0,0,0,0,0,1
2016-07-05 20:02:08.227,0,0,0,0,0,1
2016-07-05 20:02:08.374,0,0,0,1,1,1
2016-07-05 20:02:08.485,0,0,0,1,1,1
2016-07-05 20:02:08.595,0,0,0,1,1,1
2016-07-05 20:02:08.742,0,0,0,1,1,1
2016-07-05 20:02:08.852,0,0,0,1,1,1
2016-07-05 20:02:08.962,0,0,0,1,1,1
2016-07-05 20:02:09.109,0,0,0,1,1,1
2016-07-05 20:02:09.220,0,0,0,1,1,1
2016-07-05 20:02:09.330,0,0,0,1,1,1
2016-07-05 20:02:09.477,0,0,0,1,1,1
2016-07-05 20:02:09.587,0,0,0,1,1,1
2016-07-05 20:02:09.698,0,0,0,1,1,1
2016-07-05 20:02:09.845,0,0,0,1,1,1
2016-07-05 20:02:09.955,1,0,0,1,1,1
2016-07-05 20:02:10.065,1,0,0,1,1,1
2016-07-05 20:02:10.212,1,0,0,1,1,1
2016-07-05 20:02:10.322,1,0,0,1,1,1
2016-07-05 20:02:10.432,1,0,0,1,1,1
2016-07-05 20:02:10.579,1,0,0,1,1,1
2016-07-05 20:02:10.690,1,0,0,1,1,1
2016-07-05 20:02:10.800,1,0,0,1,1,1
2016-07-05 20:02:10.947,1,0,0,1,1,1
2016-07-05 20:02:11.057,1,0,0,1,1,1
2016-07-05 20:02:11.167,1,0,0,1,1,1
2016-07-05 20:02:11.314,1,0,0,1,1,1
2016-07-05 20:02:11.425,1,0,0,1,1,1
2016-07-05 20:02:11.535,1,0,0,1,1,1
2016-07-05 20:02:11.682,1,0,0,1,1,1
2016-07-05 20:02:11.792,1,0,0,1,1,1
2016-07-05 20:02:11.902,1,0,0,1,1,1
2016-07-05 20:02:12.049,1,0,0,1,1,1
2016-07-05 20:02:12.160,1,0,0,1,1,1
2016-07-05 20:02:12.270,1,0,0,1,1,1
2016-07-05 20:02:12.417,1,0,0,1,1,1
2016-07-05 20:02:12.527,1,0,0,1,1,1
2016-07-05 20:02:12.637,1,0,0,1,1,1
2016-07-05 20:02:12.784,1,0,0,1,1,1
2016-07-05 20:02:12.895,0,0,0,1,1,1
2016-07-05 20:02:13.005,0,0,0,1,1,1
2016-07-05 20:02:13.151,0,1,0,1,1,1
2016-07-05 20:02:13.262,0,1,0,1,1,1
2016-07-05 20:02:13.372,0,1,0,1,1,1
2016-07-05 20:02:13.519,0,1,0,1,1,1
2016-07-05 20:02:13.630,0,1,0,1,1,1
2016-07-05 20:02:13.740,0,1,0,1,1,1
2016-07-05 20:02:13.887,0,1,0,1,1,1
2016-07-05 20:02:13.997,0,1,0,1,1,1
2016-07-05 20:02:14.107,0,1,0,1,1,1
2016-07-05 20:02:14.254,0,1,0,1,1,1
2016-07-05 20:02:14.365,0,1,0,1,1,1
2016-07-05 20:02:14.475,0,1,0,1,1,1
2016-07-05 20:02:14.622,0,1,0,1,1,1
2016-07-05 20:02:14.732,0,1,0,1,1,1
2016-07-05 20:02:14.842,0,1,0,1,1,1
2016-07-05 20:02:14.989,0,1,0,1,1,1
2016-07-05 20:02:15.100,0,1,0,1,1,1
2016-07-05 20:02:15.210,0,1,0,1,1,1
2016-07-05 20:02:15.357,0,1,0,1,1,1
2016-07-05 20:02:15.467,0,1,0,1,1,1
2016-07-05 20:02:15.577,0,1,0,1,1,1
2016-07-05 20:02:15.724,0,1,0,0,1,1
2016-07-05 20:02:15.835,0,1,0,0,1,1
2016-07-05 20:02:15.945,0,1,0,0,1,1
2016-07-05 20:02:16.092,0,0,0,0,1,1
2016-07-05 20:02:16.202,0,0,0,0,1,1
2016-07-05 20:02:16.312,0,0,0,0,1,1
2016-07-05 20:02:16.459,0,1,0,0,1,1
2016-07-05 20:02:16.570,0,1,0,0,1,1
2016-07-05 20:02:16.680,0,1,0,0,1,1
2016-07-05 20:02:16.827,0,1,0,1,1,1
2016-07-05 20:02:16.937,0,1,0,1,1,1
2016-07-05 20:02:17.047,0,1,0,1,1,1
2016-07-05 20:02:17.194,0,1,0,1,1,1
2016-07-05 20:02:17.305,0,1,0,1,1,1
2016-07-05 20:02:17.415,0,1,0,1,1,1
2016-07-05 20:02:17.562,0,1,0,1,1,1
2016-07-05 20:02:17.672,0,1,0,1,1,1
2016-07-05 20:02:17.782,0,1,0,1,1,1
2016-07-05 20:02:17.929,0,1,0,1,1,1
2016-07-05 20:02:18.040,0,1,0,1,1,1
2016-07-05 20:02:18.150,0,1,0,1,1,1
2016-07-05 20:02:18.297,0,1,0,1,1,1
2016-07-05 20:02:18.407,0,1,0,1,1,1
2016-07-05 20:02:18.517,0,0,0,1,1,1
2016-07-05 20:02:18.664,0,0,0,1,1,1
2016-07-05 20:02:18.775,0,0,0,1,1,1
2016-07-05 20:02:18.885,0,0,0,1,1,1
2016-07-05 20:02:19.032,0,0,0,1,1,1
2016-07-05 20:02:19.142,0,0,0,1,1,1
2016-07-05 20:02:19.252,0,0,0,1,1,1
2016-07-05 20:02:19.399,0,0,0,1,1,1
2016-07-05 20:02:19.510,0,0,0,1,1,1
2016-07-05 20:02:19.620,0,0,0,1,1,1
2016-07-05 20:02:19.767,0,1,0,0,1,1
2016-07-05 20:02:19.877,0,1,0,0,1,1
2016-07-05 20:02:19.987,0,1,0,0,1,1
2016-07-05 20:02:20.134,0,1,0,0,1,1
2016-07-05 20:02:20.245,0,1,0,0,1,1
2016-07-05 20:02:20.354,0,1,0,0,1,1
2016-07-05 20:02:20.502,0,1,0,0,1,1
2016-07-05 20:02:20.612,0,0,0,0,1,1
2016-07-05 20:02:20.722,0,0,0,0,1,1
2016-07-05 20:02:20.869,0,0,0,0,1,1
2016-07-05 20:02:20.980,0,0,0,0,1,1
2016-07-05 20:02:21.090,0,0,0,0,1,1
2016-07-05 20:02:21.237,0,0,0,0,1,1
2016-07-05 20:02:21.347,0,0,0,0,1,1
2016-07-05 20:02:21.457,0,0,0,0,1,1
2016-07-05 20:02:21.604,0,0,0,0,1,1
2016-07-05 20:02:21.715,0,0,0,0,1,1
2016-07-05 20:02:21.825,0,0,0,0,1,1
2016-07-05 20:02:21.972,0,1,0,0,1,1
2016-07-05 20:02:22.082,0,1,0,0,1,1
2016-07-05 20:02:22.192,0,1,0,0,1,1
2016-07-05 20:02:22.339,0,1,0,0,1,1
2016-07-05 20:02:22.450,0,1,0,0,1,1
2016-07-05 20:02:22.560,0,1,0,0,1,1
2016-07-05 20:02:22.707,0,1,0,0,1,1
2016-07-05 20:02:22.817,0,1,0,0,1,1
2016-07-05 20:02:22.927,0,1,0,0,1,1
2016-07-05 20:02:23.074,0,1,0,0,1,1
2016-07-05 20:02:23.185,0,1,0,0,1,1
2016-07-05 20:02:23.295,0,1,0,0,1,1
2016-07-05 20:02:23.442,0,1,0,0,1,1
2016-07-05 20:02:23.552,0,1,0,0,1,1
2016-07-05 20:02:23.662,0,1,0,0,1,1
2016-07-05 20:02:23.809,0,1,0,0,1,1
2016-07-05 20:02:23.920,0,1,0,0,1,1
2016-07-05 20:02:24.030,0,1,0,0,1,1
2016-07-05 20:02:24.177,0,1,0,0,1,1
2016-07-05 20:02:24.287,0,1,0,0,1,1
2016-07-05 20:02:24.397,0,1,0,0,1,1
2016-07-05 20:02:24.544,0,1,0,0,1,1
2016-07-05 20:02:24.655,0,1,0,0,1,1
2016-07-05 20:02:24.765,0,1,0,0,1,1
2016-07-05 20:02:24.912,0,1,0,0,1,1
2016-07-05 20:02:25.022,0,1,0,0,1,1
2016-07-05 20:02:25.132,0,1,0,0,1,1
2016-07-05 20:02:25.279,0,1,0,0,1,1
2016-07-05 20:02:25.390,0,1,0,0,1,1
2016-07-05 20:02:25.500,0,1,0,0,1,1
2016-07-05 20:02:25.647,0,1,0,0,1,1
2016-07-05 20:02:25.757,0,1,0,0,1,1
2016-07-05 20:02:25.867,0,1,0,0,1,1
2016-07-05 20:02:26.014,0,1,0,0,1,1
2016-07-05 20:02:26.128,0,1,0,0,1,1
2016-07-05 20:02:26.236,0,1,0,0,1,1
2016-07-05 20:02:26.392,0,1,0,0,1,1
2016-07-05 20:02:26.494,0,1,0,0,1,1
2016-07-05 20:02:26.605,0,1,0,0,1,1
2016-07-05 20:02:26.753,0,1,0,0,1,1
2016-07-05 20:02:26.860,0,1,0,0,1,1
2016-07-05 20:02:26.970,0,1,0,0,1,1
2016-07-05 20:02:27.117,0,1,0,0,1,1
2016-07-05 20:02:27.227,0,1,0,0,1,1
2016-07-05 20:02:27.337,0,1,0,0,1,1
2016-07-05 20:02:27.484,0,1,0,0,1,1
2016-07-05 20:02:27.595,0,1,0,0,1,1
2016-07-05 20:02:27.705,0,1,0,0,1,1
2016-07-05 20:02:27.851,0,1,0,0,1,1
2016-07-05 20:02:27.962,0,1,0,0,1,1
2016-07-05 20:02:28.072,0,1,0,0,1,1
2016-07-05 20:02:28.219,0,1,0,0,1,1
2016-07-05 20:02:28.330,0,1,0,0,1,1
2016-07-05 20:02:28.440,0,1,0,0,1,1
2016-07-05 20:02:28.587,0,1,0,0,1,1
2016-07-05 20:02:28.697,0,1,0,0,1,1
2016-07-05 20:02:28.807,0,1,0,0,1,1
2016-07-05 20:02:28.954,0,1,0,0,1,1
2016-07-05 20:02:29.065,0,1,0,0,1,1
2016-07-05 20:02:29.175,0,1,0,0,1,1
2016-07-05 20:02:29.322,0,1,0,0,1,1
2016-07-05 20:02:29.432,0,1,0,0,1,1
2016-07-05 20:02:29.542,0,1,0,0,1,1
2016-07-05 20:02:29.689,0,1,0,0,1,1
2016-07-05 20:02:29.800,0,1,0,0,1,1
2016-07-05 20:02:29.910,0,1,0,0,1,1
2016-07-05 20:02:30.057,0,1,0,0,1,1
2016-07-05 20:02:30.167,0,1,0,0,1,1
2016-07-05 20:02:30.277,0,1,0,0,1,1
2016-07-05 20:02:30.424,0,1,0,0,1,1
2016-07-05 20:02:30.534,0,1,0,0,1,1
2016-07-05 20:02:30.644,0,1,0,0,1,1
2016-07-05 20:02:30.791,0,1,0,0,1,1
2016-07-05 20:02:30.902,0,1,0,0,1,1
2016-07-05 20:02:31.012,0,1,0,0,1,1
2016-07-05 20:02:31.159,0,1,0,0,1,1
2016-07-05 20:02:31.270,0,1,0,0,1,1
2016-07-05 20:02:31.380,0,1,0,0,1,1
2016-07-05 20:02:31.527,0,1,0,0,1,1
2016-07-05 20:02:31.637,0,1,0,0,1,1
2016-07-05 20:02:31.747,0,1,0,0,1,1
2016-07-05 20:02:31.894,0,1,0,0,1,1
2016-07-05 20:02:32.005,0,1,0,0,1,1
2016-07-05 20:02:32.115,0,1,0,0,1,1
2016-07-05 20:02:32.262,0,1,0,0,1,1
2016-07-05 20:02:32.372,0,1,0,0,1,1
2016-07-05 20:02:32.482,0,1,0,0,1,1
2016-07-05 20:02:32.629,0,1,0,0,1,1
2016-07-05 20:02:32.740,0,1,0,0,1,1
2016-07-05 20:02:32.850,0,1,0,0,1,1
2016-07-05 20:02:32.997,0,1,0,0,1,1
2016-07-05 20:02:33.107,0,1,0,0,1,1
2016-07-05 20:02:33.217,0,1,0,0,1,1
2016-07-05 20:02:33.364,0,1,0,0,1,1
2016-07-05 20:02:33.475,0,1,0,0,1,1
2016-07-05 20:02:33.585,0,1,0,0,1,1
2016-07-05 20:02:33.731,0,1,0,0,1,1
2016-07-05 20:02:33.842,0,1,0,0,1,1
2016-07-05 20:02:33.952,0,1,0,0,1,1
2016-07-05 20:02:34.099,0,1,0,0,1,1
2016-07-05 20:02:34.210,0,1,0,0,1,1
2016-07-05 20:02:34.320,0,1,0,0,1,1
2016-07-05 20:02:34.467,0,1,0,0,1,1
2016-07-05 20:02:34.577,0,1,0,0,1,1
2016-07-05 20:02:34.687,0,1,0,0,1,1
2016-07-05 20:02:34.834,0,1,0,0,1,1
2016-07-05 20:02:34.945,0,1,0,0,1,1
2016-07-05 20:02:35.055,0,1,0,0,1,1
2016-07-05 20:02:35.202,0,1,0,0,1,1
2016-07-05 20:02:35.312,0,1,0,0,1,1
2016-07-05 20:02:35.422,0,1,0,0,1,1
2016-07-05 20:02:35.569,0,1,0,0,1,1
